"P.DATA","CanalDensCat","CanalDensWs","ElevCat","ElevWs","PctOw2019Cat","PctUrbOp2019Cat","PctUrbLo2019Cat","PctUrbMd2019Cat","PctUrbHi2019Cat","PctBl2019Cat","PctDecid2019Cat","PctConif2019Cat","PctMxFst2019Cat","PctShrb2019Cat","PctGrs2019Cat","PctHay2019Cat","PctCrop2019Cat","PctWdWet2019Cat","PctHbWet2019Cat","PctOw2019Ws","PctUrbOp2019Ws","PctUrbLo2019Ws","PctUrbMd2019Ws","PctUrbHi2019Ws","PctBl2019Ws","PctDecid2019Ws","PctConif2019Ws","PctMxFst2019Ws","PctShrb2019Ws","PctGrs2019Ws","PctHay2019Ws","PctCrop2019Ws","PctWdWet2019Ws","PctHbWet2019Ws","PctOw2019CatRp100","PctUrbOp2019CatRp100","PctUrbLo2019CatRp100","PctUrbMd2019CatRp100","PctUrbHi2019CatRp100","PctBl2019CatRp100","PctDecid2019CatRp100","PctConif2019CatRp100","PctMxFst2019CatRp100","PctShrb2019CatRp100","PctGrs2019CatRp100","PctHay2019CatRp100","PctCrop2019CatRp100","PctWdWet2019CatRp100","PctHbWet2019CatRp100","PctOw2019WsRp100","PctUrbOp2019WsRp100","PctUrbLo2019WsRp100","PctUrbMd2019WsRp100","PctUrbHi2019WsRp100","PctBl2019WsRp100","PctDecid2019WsRp100","PctConif2019WsRp100","PctMxFst2019WsRp100","PctShrb2019WsRp100","PctGrs2019WsRp100","PctHay2019WsRp100","PctCrop2019WsRp100","PctWdWet2019WsRp100","PctHbWet2019WsRp100","PctAg2006Slp10Cat","PctAg2006Slp10Ws","PctAg2006Slp20Cat","PctAg2006Slp20Ws","PctImp2006Cat","PctImp2006Ws","PctImp2008Cat","PctImp2008Ws","PctImp2011Cat","PctImp2011Ws","PctImp2001Cat","PctImp2001Ws","PctImp2013Cat","PctImp2013Ws","PctImp2019Cat","PctImp2019Ws","PctImp2016Cat","PctImp2016Ws","PctImp2004Cat","PctImp2004Ws","PctImp2008CatRp100","PctImp2008WsRp100","PctImp2019CatRp100","PctImp2019WsRp100","PctImp2006CatRp100","PctImp2006WsRp100","PctImp2011CatRp100","PctImp2011WsRp100","PctImp2001CatRp100","PctImp2001WsRp100","PctImp2004CatRp100","PctImp2004WsRp100","PctImp2013CatRp100","PctImp2013WsRp100","PctImp2016CatRp100","PctImp2016WsRp100","WtDepCat","WtDepWs","OmCat","OmWs","PermCat","PermWs","RckDepCat","RckDepWs","ClayCat","ClayWs","SandCat","SandWs","DamDensCat","DamNIDStorCat","DamNrmStorCat","DamDensWs","DamNIDStorWs","DamNrmStorWs","SuperfundDensCat","SuperfundDensWs","NPDESDensCat","NPDESDensWs","TRIDensCat","TRIDensWs","NPDESDensWsRp100","SuperfundDensWsRp100","TRIDensWsRp100","MineDensCat","MineDensWs","MineDensWsRp100","PctColluvSedCat","PctGlacTilClayCat","PctGlacTilLoamCat","PctGlacTilCrsCat","PctGlacLakeCrsCat","PctGlacLakeFineCat","PctHydricCat","PctAlluvCoastCat","PctColluvSedWs","PctGlacTilClayWs","PctGlacTilLoamWs","PctGlacTilCrsWs","PctGlacLakeCrsWs","PctGlacLakeFineWs","PctHydricWs","PctAlluvCoastWs","PctWaterWs","RdDensCat","RdDensWs","RdDensCatRp100","RdDensWsRp100","RdCrsCat","RdCrsSlpWtdCat","RdCrsWs","RdCrsSlpWtdWs","RunoffCat","RunoffWs","Pestic97Cat","Pestic97Ws","BFICat","BFIWs","SN_2008Cat","SN_2008Ws","NO3_2008Cat","NO3_2008Ws","InorgNWetDep_2008Cat","InorgNWetDep_2008Ws","NH4_2008Cat","NH4_2008Ws","AgKffactCat","AgKffactWs","KffactCat","KffactWs","Precip8110Cat","Tmax8110Cat","Tmean8110Cat","Tmin8110Cat","Precip8110Ws","Tmax8110Ws","Tmean8110Ws","Tmin8110Ws","NABD_DensCat","NABD_NIDStorCat","NABD_NrmStorCat","NABD_DensWs","NABD_NIDStorWs","NABD_NrmStorWs","Na2OCat","Na2OWs","Al2O3Cat","Al2O3Ws","CaOCat","CaOWs","Fe2O3Cat","Fe2O3Ws","SiO2Cat","SiO2Ws","MgOCat","MgOWs","SCat","SWs","P2O5Cat","P2O5Ws","K2OCat","K2OWs","NCat","NWs","HydrlCondCat","HydrlCondWs","CompStrgthCat","CompStrgthWs","CBNFCat","CBNFWs","FertCat","FertWs","ManureCat","ManureWs","MAST_2008","MAST_2009","MAST_2013","MAST_2014","MSST_2008","MSST_2009","MSST_2013","MSST_2014","MWST_2013","Phos_ManureCat","Phos_ManureWs","Phos_FertCat","Phos_FertWs","Phos_Crop_UptakeCat","Phos_Crop_UptakeWs","NsurpCat","NsurpWs","NANICat","NANIWs","Precip_Minus_EVTCat","Precip_Minus_EVTWs","RockNCat","RockNWs","SepticCat","SepticWs","WWTPMajorDensCat","WWTPMajorDensWs","WWTPMinorDensCat","WWTPMinorDensWs","WWTPAllDensCat","WWTPAllDensWs","WaterInputCat","WaterInputWs","CatAreaSqKm","WsAreaSqKm","Tile_density"
0.02,0,0.096,292.3707,323.3609,0.51,3.64,1.54,1.12,0.25,0.11,7.2,0.12,0.34,0,2.63,2.15,58.98,18.79,2.62,1.83,2.96,1.21,0.63,0.12,0.05,0.58,0,0.02,0.01,0.71,0.66,86.51,2.38,2.32,1.24,2.61,0.7,0.4,0.1,0.02,6.55,0.35,0.22,0,4.78,3.48,19.24,50.45,9.86,0.26,2.3,1.05,0.33,0.04,0.05,0.52,0.01,0.03,0.02,2.13,1.43,70.87,12.61,8.34,3.48,0.22,0.57,0.02,1.32,0.88,1.38,0.9,1.39,0.92,1.27,0.85,1.46,0.95,1.67,1.09,1.6,0.98,1.29,0.86,0.57,0.63,0.69,0.74,0.52,0.62,0.59,0.64,0.48,0.59,0.49,0.6,0.68,0.65,0.68,0.67,96.7755,84.7212,2.2586,2.7881,2.7172,2.1759,152.4,152.4,32.841,36.3938,19.1488,18.635,0,0,0,0.0023,18774.9297,6857.3952,0,0,0,0,0,0.0057,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,47.17,0,0,52.83,0,0,0,1.7612,1.4576,1.3396,1.3286,0.0035,2e-04,0.008,5e-04,200.5949,199.6206,95.2167485706006,133.51137830705,48.8166,48.3204,480.0698,480.364,7.0897,7.1455,4.8583,4.8427,4.2029,4.1665,0.1626,0.231,0.2704,0.2675,789.340088761855,13.1512252573235,7.5461517118019,-15.6290044304531,812.280408927914,13.0640311269557,7.49453073745737,-15.5327514895274,0,0,0,0.0023,18774.9297,6857.3952,0.9581,1.3251,11.9368,12.6215,9.472,5.6976,4.6137,6.5803,56.0993,58.2978,3.1157,2.255,0.6298,0.3683,0.2422,0.2185,2.186,2.3538,1.055,0.6312,0.0624,0.0468,0.4382,0.5333,30.8877,43.5047,41.5796,63.6527,5.9399,4.5259,10.9236923572,10.9324553121,10.9258864547,10.9043540139,22.3008368652,21.104940654,22.5800631398,21.9432464139,3.00531586762,471.6163,420.6566,534.9675,1364.679,1450.5482,2219.7195,14520.0164526524,-575932.858360708,-436.88249352404,-1333964.00649886,14.0068,15.3845,246.883,245.6617,2.606,1.7615985,0,0,0.0585,0.0046,0.0585,0.0046,0.000575885318472839,0.0184123628605541,17.082,877.7943,653454.584731667
0.03,0,0,420.8547,448.9033,3.22,5.24,2.85,1.28,0.22,0.26,20.5,6.36,4.85,3.28,2.61,17.51,6.64,17.21,7.96,3.03,2.47,0.94,0.51,0.11,0.23,34.33,8.24,9.04,3.31,1.89,7.83,6.86,14.02,7.18,0.64,2.68,0.95,0.22,0.02,0,9.24,2.17,2.48,0.7,1.57,5.4,3.04,44.82,26.08,0.57,1.95,0.66,0.27,0.01,0.09,16.53,7.61,8.19,1.38,0.88,4.12,4.47,30.37,22.9,0.06,0.08,0,0,1.83,0.73,1.9,0.75,1.98,0.78,1.72,0.69,2.1,0.81,2.3,0.87,2.19,0.83,1.76,0.71,0.48,0.43,0.67,0.49,0.46,0.42,0.55,0.44,0.4,0.4,0.43,0.41,0.63,0.47,0.63,0.47,153.035,133.0089,5.2267,5.9177,27.3493,14.8116,152.4,152.4,6.2238,13.2836,79.8621,59.8712,0,0,0,0,0,0,0,0,0,0,0,0.0021,0,0,0,0,0,0,0,0,25.56,0,74.44,0,0,0,0,0,46.69,0,53.31,0,0,0,0,1.7377,1.1987,1.7953,1.1488,0.0039,0,0.0043,4e-04,144,142.277,7.50217888497331,6.87914445480846,61.4495,60.3575,406.4293,423.5201,6.4148,6.639,4.0376,4.219,3.3403,3.5091,0.0335,0.0262,0.1592,0.1803,647.211032601734,10.0252987486658,4.21154294739827,-21.3920976537692,657.012981079583,10.1015799149265,4.13134943664148,-21.3812876969924,0,0,0,0,0,0,1.3527,1.4735,9.9862,11.045,0.9659,1.1037,18.7036,15.6358,48.987,52.65,0.8161,0.9591,0.0413,0.0506,0.1315,0.1501,1.8648,2.0756,0.3697,0.3015,191.6928,132.2371,1.2734,1.0774,4.2049,2.986,2.4788,2.8786,0.7385,0.5704,8.84723587453,8.85272494017,8.82706759505,8.82706759505,18.8247861369,17.7360209398,18.8791747173,18.8450811114,0.852220833228,31.8962,26.4741,65.426,36.97,112.7551,87.6127,36491.6427224978,641596.466999016,22879.8373546825,354116.677221581,8.769,10.1629,46.9396,53.9807,1.3661788,1.5280765,0,0,0,0.001,0,0.001,0.00460437061868468,0.0897177858007344,53.964,958.6035,1071.56751325825
0.029,0,0.0569,341.0528,373.8905,2.92,3.59,1.61,0.52,0.12,0.03,8.17,0.08,0.35,0,1.21,8.41,58.76,9.86,4.36,3.31,2.85,1.24,0.39,0.09,0.11,7.08,0.03,0.27,0.03,1.02,2.54,67.88,2.24,10.92,0.07,3.93,0.79,0.15,0,0,13.94,0.12,0.42,0,1.79,1.17,16.68,56.49,4.44,0.42,2.49,0.87,0.19,0.03,0.09,5,0.01,0.21,0.01,1.26,1.38,63.18,4.86,20,0.37,0.21,0.01,0,1.06,0.81,1.07,0.82,1.09,0.83,1.02,0.77,1.11,0.85,1.21,0.93,1.14,0.87,1.05,0.81,0.49,0.51,0.52,0.59,0.49,0.51,0.5,0.52,0.47,0.48,0.48,0.51,0.5,0.52,0.51,0.54,118.6383,110.4076,1.989,4.0951,17.1376,6.3512,152.4,152.4,12.6875,15.9149,59.5641,39.3528,0.0118,1741.0046,1160.6697,0.0048,11322.7325,7917.9669,0,0,0,0,0,0.0048,0,0,0,0,0,0,0,0.16,37.18,0,62.65,0,0,0,0,0.02,66.4,0,17.23,16.35,0,0,0,1.43,1.3968,1.5673,1.3337,0.0042,2e-04,0.0126,0.0011,79.3948,79.3006,113.029119287567,105.533180144134,43.315,48.9463,414.5877,429.5999,6.3235,6.6125,4.1684,4.3028,3.5357,3.6249,0.1234,0.1478,0.1979,0.2185,609.199620591754,10.3178395102419,4.50551067271476,-20.8649784618642,626.103523915738,10.1493481167526,4.33383015194037,-21.1256729912482,0.0118,1741.0046,1160.6697,0.0032,9932.2215,7913.9941,1.4257,1.527,10.67,12.4112,1.0492,2.6399,16.7781,10.295,51.2639,57.4245,0.9072,1.4789,0.047,0.1566,0.1432,0.1868,2.0004,2.3365,0.3266,0.3472,154.1281,42.1078,1.1495,0.7467,12.0622,14.8315,31.0412,32.2763,0,0.0703,10.3846441955,10.3848344677,10.3937283053,10.3937283053,21.1450225814,20.2057447904,21.3041886199,20.847369319,1.72900491062,11.1874,16.3874,656.0098,669.8209,892.4442,1005.763,10682.2711798591,-11525.069538821,-23758.1993071315,-259516.016072868,5.7541,6.97,13.7513,19.117,1.0144865,0.9996212,0,0,0,0.0016,0,0.0016,0.00792429854094585,0.0491145966780063,85.0185,620.9487,33613.1669034139
0.022,9e-04,0.1772,312.702,325.3145,0,2.57,1.12,0.68,0.07,0.02,2.12,0,0.05,0,0.12,0.74,90.4,0.75,1.35,0.12,3.07,0.75,0.36,0.06,0.06,0.47,0,0.04,0,0.03,0.2,93.64,0.05,1.15,0,0.72,1.52,0.49,0.13,0,17.09,0,0.33,0,0.63,5.14,55.04,7.64,11.26,0.05,2.66,0.64,0.21,0.02,0.02,0.79,0,0.06,0,0.1,0.7,89.22,0.33,5.2,0.85,0.08,0.07,0,0.9,0.67,0.95,0.68,0.97,0.69,0.85,0.65,0.99,0.7,1.1,0.77,1.04,0.71,0.87,0.66,0.88,0.5,0.97,0.56,0.87,0.49,0.9,0.5,0.82,0.48,0.82,0.49,0.93,0.51,0.95,0.51,90.291,93.6473,1.9553,1.8881,4.6261,4.3455,152.2202,152.3918,24.9785,26.0722,26.133,27.7149,0,0,0,0,0,0,0,0,0,0,0,0.0014,0,0,0,0,0,0,0,0,61.49,0,38.51,0,0,0,0,0,81.99,0,18.01,0,0,0,0,1.2687,1.409,1.1741,1.287,0.0056,2e-04,0.009,3e-04,129,128.7494,130.969315264444,136.546879127984,47.9298,42.8787,490.6347,482.404,6.7666,6.5603,5.1198,5.0604,4.6333,4.6166,0.2187,0.2241,0.2475,0.244,734.11924713901,12.8955233187484,7.21739092248535,-15.8949439823982,719.000005655644,12.9077845109974,7.14075611655029,-16.0037904559522,0,0,0,0,0,0,1.1916,1.5249,8.2238,11.7354,13.2562,3.5823,4.6102,9.8121,51.4172,56.7691,1.5847,1.211,0.1815,0.0892,0.1536,0.1753,1.5512,2.2265,0.0574,0.1748,19.7384,37.8751,99.7625,15.2863,43.6148,46.654,65.3691,66.3193,10.2121,6.1365,11.8934594166,11.9183612992,11.9002785593,11.8775440797,22.2618986536,20.9908389194,22.4434054761,21.8391898628,3.43429464198,752.5867,520.9354,3194.5942,2187.5055,1842.5192,2095.1075,38220.3891745515,60131.3205708601,11402.7620586518,-492914.246711123,9.8814,7.466,232.4955,162.1082,1.5041183,1.1704982,0,0,0,0,0,0,0.00259697519759892,0.00703373196942937,32.4171,706.8105,702759.04058613
0.057,0,0,275.5619,346.4781,0.4,4.1,2.95,0.98,0.23,0,20.85,0.12,1.73,0,11.32,1.79,27.44,22.3,5.78,0.05,2.76,2.4,1.09,0.21,0.06,5.44,0.02,0.52,0.02,3.39,8.72,73.28,0.83,1.22,1.88,1.88,3.23,0.81,0.81,0,1.08,0.54,0.54,0,10.22,0,1.88,51.34,25.81,0.05,2.55,1.99,0.77,0.16,0.01,10.71,0.01,1.04,0.02,4.9,13.33,57.28,3.28,3.88,1.56,2.93,0.12,0.16,1.74,1.62,1.91,1.72,1.91,1.74,1.59,1.51,1.94,1.77,2.06,1.87,2.06,1.84,1.62,1.54,2.26,1.33,2.38,1.46,2.26,1.23,2.26,1.35,2.15,1.16,2.15,1.18,2.26,1.38,2.38,1.44,181.3509,141.52,0.7189,1.0794,19.7555,5.9221,152.1378,151.7924,11.0009,21.667,48.449,18.8107,0,0,0,0.0113,2322.8941,1198.1452,0,0,0,0.0016,0,0.0064,0.0079,0,0,0,0,0,21.14,0,0,0,78.86,0,0,0,37.28,0,61.83,0,0.89,0,0,0,0,1.6318,1.4816,1.4963,1.4382,0.0385,0.0021,0.0154,0.0043,237,236.7581,45.6704415795494,110.399777475145,64.4622,58.7276,471.751,463.9355,7.6548,7.427,4.6028,4.5553,3.7092,3.7144,0.0609,0.2363,0.2568,0.3159,850.217140023108,13.0109997435009,7.33608289485846,-15.7103984624494,844.354418887116,12.790218726845,7.17440960963342,-15.8787971491886,0,0,0,0.0064,537.5784,200.3521,0.1171,0.6075,1.6572,4.9246,25.2637,21.3962,0.9888,3.0212,14.9048,29.5212,14.6999,8.0287,0.036,0.0991,0.0413,0.1347,0.7132,1.1133,0.0635,0.0782,0.1108,11.0882,114.1743,80.3497,15.5407,40.2654,16.7741,48.8198,2.9601,9.2722,9.30650823457,9.3336661455,9.30788171983,9.30170853174,20.1352508308,19.2185107681,20.5576029061,20.3393586894,2.98881743756,111.1666,439.6079,192.8373,1239.0138,535.0123,1936.9695,1956.18715854014,359623.105110526,933.00607244285,-72334.4612550819,20,20.269,248.4653,256.053,2.702,2.9585002,0,0.0016,0,0.0048,0,0.0064,3.58984650664305e-05,0.0663318391444195,1.5579,621.8127,429057.139388395
0.018,0,0,383.4557,418.4047,0,3.49,2.88,0.33,0,0,25.79,2.32,14.67,1.22,0.61,29.88,1.83,15.16,1.83,8.33,1.75,1.36,0.75,0.17,4.32,26.46,1.76,13.3,5.51,1.8,2.92,0.57,28.16,2.86,0,3.54,2.56,0,0,0,52.17,0,8.27,1.18,0,13.39,0,18.9,0,2.3,2.28,1.69,0.86,0.12,2.14,23.73,1.17,13.22,3.85,0.89,2.67,0.35,38.53,6.2,0,0.06,0,0,1.36,1.05,1.36,1.08,1.36,1.11,1.32,1.02,1.36,1.13,1.37,1.2,1.37,1.18,1.36,1.03,1.14,1.22,1.14,1.35,1.14,1.21,1.14,1.24,1.13,1.16,1.14,1.19,1.14,1.26,1.14,1.32,84.095,125.6632,4.2949,10.1882,19.8536,9.7,152.4,142.5059,7.7937,13.6743,66.7289,47.7762,0,0,0,0.0198,78724.5788,34454.3078,0,0,0,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,91.31,0,8.69,0,0,2.99,55.38,0,39.83,0,1.79,0,0,1.4815,1.3939,1.6101,1.4196,0.0369,5e-04,0.006,9e-04,211,215.1929,3.50537247511345,0.676791081515438,53,53.173,389.0142,387.524,6.2776,6.2956,3.8146,3.8279,3.0928,3.1041,0.0702,0.0107,0.2086,0.2091,718.595262268954,10.6571421546763,4.5573791510238,-20.200000762922,724.153413075523,10.281334033834,4.30448468943434,-20.5327081161881,0,0,0,0.0106,42807.5575,18109.0123,1.1257,1.3678,9.8581,10.7677,2.0972,1.2934,19.2768,15.8864,46.6516,54.4555,0.933,1.0299,0.3997,0.0968,0.4259,0.1805,1.7121,2.0452,0.6289,0.268,203.3894,97.9517,1.2292,21.5385,5.9336,0.838,5.2247,0.6977,0.7665,0.0475,9.96237061818,9.94686367227,9.96237061818,9.94246340721,19.7067615672,19.0027010268,19.945652275,19.7005024664,1.38309876206,31.3877,3.9091,25.5763,3.3674,231.6412,34.043,1047.76754341465,499394.495455981,616.639415125128,301677.839182994,14,15.6154,13.8407,20.2834,1.8515495,1.8170968,0,0,0,0.0119,0,0.0119,3.9818814988639e-05,4.17877569222256e-05,1.6263,758.1105,0
0.012,0,0.0572,341.5044,368.7533,0,3.62,2.12,0.53,0,0,3.77,0,3.28,0.05,0,2.9,64.03,13.71,5.99,8.84,2.4,2.19,1.12,0.25,0.3,3.78,0.19,4.2,0.15,0.54,14.91,49.23,2.97,8.94,0,1.71,1.4,0.31,0,0,3.1,0,6.05,0,0,3.88,29.3,39.69,14.57,1.47,2.18,2.88,1.51,0.25,0.04,3.32,0.14,4.09,0.33,0.41,11.03,46.26,8.36,17.73,0.05,0.68,0,0,1.21,1.68,1.26,1.73,1.26,1.75,1.03,1.59,1.26,1.77,1.26,1.85,1.26,1.8,1.03,1.65,0.81,2.23,0.81,2.34,0.81,2.17,0.81,2.26,0.81,2.1,0.81,2.15,0.81,2.28,0.81,2.31,114.758,147.1391,2.4192,2.6311,18.0233,19.6333,152.4,152.4,13.8,12.0478,55.1621,58.5823,0,0,0,0.0114,381105.3306,330793.7349,0,0,0,0,0,0.0057,0,0,0,0,0.0014,0,0,0,0,0,100,0,0,0,0,0,31.01,0,68.99,0,0,0,0,1.7178,1.8004,1.2898,1.4975,0.0322,0,0.0059,2e-04,156,154.0507,70.6763247865765,65.0799329524626,52,52.4926,428.4341,428.4935,6.4957,6.4457,4.3309,4.3438,3.6955,3.7266,0.1739,0.1395,0.2294,0.2029,730.006949787542,12.1909378103332,6.64671009879286,-17.0000965720908,745.455101059787,12.1947970794148,6.59063080440199,-17.279845796455,0,0,0,0.0071,363656.669,317273.306,1.244,1.3959,9.0338,10.3651,0.842,1.0152,21.4631,17.6057,45.692,50.2979,0.6874,0.8673,0.0329,0.0446,0.1147,0.1382,1.6752,1.9402,0.431,0.3453,245.1742,170.4154,1.4497,1.2032,28.0671,22.7585,48.5485,39.2466,22.7571,23.2745,10.607578142,10.624522579,10.5922541205,10.5669285282,21.9898304562,20.4691651851,22.333348221,21.5618539454,2.83831514974,1089.3326,1275.9884,1054.0992,817.7289,1436.1057,1334.0433,6467.54607178199,2315315.23226688,5276.70204144134,1883006.19750085,7,10.1296,28.1996,198.2446,2.845,3.1423327,0,0,0,0.0057,0,0.0057,0.000516893676847622,0.313699401134214,1.8639,702.1125,260384.240264919
0.004,0,0,279.4152,502.3421,0.17,0.28,0.44,0.25,0.17,0,25.39,19.83,51.1,0.64,0.11,0.55,0,1.02,0.06,0.95,1.03,0.5,0.23,0.07,0.12,15.59,11.51,29.09,4.74,0.96,0.08,0,34.57,0.57,0.99,0.17,0.83,0.99,0.83,0,22.44,33.99,36.14,0,0,0,0,3.3,0.33,0.86,1.1,0.61,0.34,0.13,0.09,6.94,11.48,18.96,1.2,0.2,0.09,0,56.44,1.56,0,0.01,0,0,0.46,0.35,0.46,0.35,0.46,0.35,0.44,0.29,0.46,0.36,0.48,0.43,0.46,0.42,0.44,0.31,1.67,0.48,1.67,0.6,1.67,0.48,1.67,0.48,1.67,0.4,1.67,0.41,1.67,0.48,1.67,0.59,134.0238,140.9445,2.2756,7.3776,2.9925,8.0467,135.1619,128.2013,51.6627,12.3718,19.8713,46.3637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.3,0,0,3.7,0,0,0,0,4.76,88.8,0,6.45,0,0,0,0,0.8621,0.8194,1.4184,0.9125,0.0184,0.0171,0.0054,0.0025,326.2972,316.4866,0.00386012368750691,0.0290495961221608,47.9583,51.5125,428.872,472.0843,6.8408,7.5453,3.8138,4.2099,2.9273,3.2332,0,2e-04,0.3379,0.2576,784.704381767956,9.56994390171271,4.21372109895028,-16.9669333579006,812.814932804746,9.33606369192209,3.57041634962455,-19.3348142139027,0,0,0,0,0,0,2.3483,2.655,16.2826,16.4768,8.8209,7.4743,8.9743,7.2529,49.9111,54.4642,6.9011,5.3505,0.0546,0.0456,0.1497,0.1229,0.7307,1.4832,0.007,0.0056,0.6982,0.5377,201.9166,200.5649,0,0.0074,0,0.002,0,0,9.64670499417,9.64640279417,9.65225571107,9.61355683292,18.6210499147,18.0093487542,18.2206123459,18.0569458434,1.29636191739,0,0.001,0,0.0119,0,0.2466,2309.88325119178,253933.02117838,1469.2619420549,149365.038672735,24.0029,24.7807,15.1232,19.3307,0.504,0.504,0,0,0,0.0028,0,0.0028,0,3.93838433670729e-06,3.258,358.4439,0
0.011,0,0.6094,345.7905,359.8792,0.26,2.57,2.63,0.17,0.04,0,2.46,0,0.05,0.01,0.03,0.46,79.45,4.3,7.57,1.99,1.36,0.6,0.2,0.01,0.01,1.01,0.04,0.04,0.04,0.12,1.56,31.59,26.97,34.46,1.29,2.95,0.68,0.23,0,0,1.59,0,0.23,0.08,0,3.41,19.77,30.68,39.09,4.92,3.55,1.92,0.61,0.05,0.1,1.02,0.01,0.08,0.04,0.11,1.22,27.03,12.33,47.01,0,0,0,0,1.02,0.38,1.02,0.39,1.03,0.4,0.97,0.37,1.03,0.41,1.09,0.43,1.09,0.42,1.01,0.37,0.47,1.2,0.51,1.32,0.47,1.16,0.47,1.22,0.44,1.11,0.47,1.12,0.47,1.28,0.51,1.3,68.3736,50.2711,0.9179,11.5897,4.8245,9.2049,152.4,152.4,39.4648,19.2125,20.5866,42.8347,0,0,0,0.008,142238.6607,42961.0586,0,0,0,0,0,0,0,0,0,0,0,0,0,89.65,0,0,0,0,0,10.35,0,3.46,52.05,0,13.29,0,26.76,0.06,4.38,2.2686,0.7919,2.2291,1.0908,0.003,0,0.0087,2e-04,76.832,77.8552,78.6735764024554,33.5618194739168,34.6864,34.5002,371.5981,374.3074,5.7205,5.8442,3.7134,3.7162,3.1244,3.0921,0.2002,0.0779,0.2508,0.1489,591.697906660991,9.77537256958509,3.94139410488395,-21.5999197287391,606.567132987426,9.72976716627928,3.72561128208779,-21.9785115699861,0,0,0,0.0048,108839.1604,33017.0184,1.0932,1.3552,15.9599,13.0147,0.6447,3.4047,11.5067,10.8961,53.7307,55.4833,1.3701,1.5907,0.0364,0.6388,0.1768,0.6577,2.9603,2.1993,0.1574,0.5734,14.8932,32.8962,0.6684,7.2357,14.8721,7.461,29.9844,13.651,0,0.2693,13.0436203397,13.0566708,13.0436203397,13.0436203397,20.6236297297,20.1910451165,21.0671824315,20.6187736993,1.71932715281679,22.5854,20.6846,961.3568,433.029,887.0128,410.8489,-1562.19228942352,659174.548384469,-5493.18825593831,-187373.205111336,3.7347,6.3164,19.4342,19.3414,0.6281014,0.7813429,0,0,0,0,0,0,0.000144444183489342,0.0608605401025994,10.0431,2515.4505,20104.2532291479
0.012,0,0.0092,289.6481,342.0317,7.92,7.47,2.03,0.33,0.07,0,56.58,0,2.62,0.13,0.33,12.12,7.73,2.03,0.65,1.48,2.57,1.01,0.46,0.11,0.08,32.78,0.54,0.86,0.31,0.29,15.81,8.89,20.77,14.05,4.72,11.11,1.11,0.28,0.28,0,75.83,0,1.94,0.56,0,0,0,3.89,0.28,0.88,2.55,1.06,0.41,0.05,0.02,24.91,0.27,0.84,0.09,0.21,14.56,4.59,23.87,25.7,0,0.13,0,0,1.17,0.75,1.17,0.77,1.17,0.79,1.09,0.7,1.2,0.79,1.34,0.87,1.23,0.83,1.1,0.72,1.09,0.69,1.23,0.8,1.09,0.68,1.09,0.71,0.92,0.64,0.92,0.66,1.23,0.71,1.23,0.75,80.1986,66.6935,4.4046,13.4183,4.5496,7.7993,152.4,152.4,15.1298,14.0629,46.7012,47.2147,0,0,0,0.0078,19258.954,13423.7238,0,4e-04,0,0,0,0.002,0,0,0,0,0.0012,0,0,0,0,0,0,100,0,0,0,0.02,64.17,0,17.87,6.63,11.31,0,0,2.6698,1.2376,2.4744,1.2689,0.0218,4e-04,0.0061,6e-04,220,219.7917,7.26352205507531,9.87470758920659,51.6883,52.3132,476.318,459.0571,7.5033,7.2209,4.666,4.5013,3.8363,3.7058,0.0709,0.0688,0.2769,0.2328,770.733282724296,11.738576513687,5.73486715559266,-18.5045186812705,765.003069492985,11.2228027395283,5.28318401534031,-18.9117419222653,0,0,0,0.0066,19109.3204,13377.0535,2.644,1.7502,13.9408,11.9879,6.3668,2.7481,7.945,7.3498,57.0947,62.2585,4.3437,1.6936,0.085,0.1114,0.2619,0.1678,1.7888,2.5097,0.0126,0.1896,0.8099,28.7452,170.3465,71.9961,5.8592,5.6313,6.3687,9.0364,3.3117,1.3795,10.4615602636,10.4751190112,10.4565061761,10.4118035177,20.8551116364,19.7490015025,21.0484613577,20.8865634307,1.53910650759,108.5151,58.6415,62.8106,121.8012,242.0717,251.8169,1815.61533736761,3270917.37104788,1189.85609825274,2261205.53506378,18,18.1853,212.6744,59.0933,2.558,2.8384764,0,0,0,0.0027,0,0.0027,1.31089913027854e-05,0.0428577567747925,1.3743,2563.677,3085.46196080065
